"artist","firstName","lastName","gender","itemInSession","length","level","location","sessionId","song","userId"
"O Terco","Tegan","Levine","F","11","431.20281","paid","Portland-South Portland, ME","409","Mudanca De Tempo","80"
"Nightwish","Lily","Koch","F","5","330.97098","paid","Chicago-Naperville-Elgin, IL-IN-WI","362","Walking In The Air","15"
"Augustana","Tegan","Levine","F","12","196.70159","paid","Portland-South Portland, ME","409","Mayfield","80"
"Anita Ward","Lily","Koch","F","6","491.93751","paid","Chicago-Naperville-Elgin, IL-IN-WI","362","Ring My Bell","15"
"Gaz Nevada","Tegan","Levine","F","13","390.21669","paid","Portland-South Portland, ME","409","I C Love Affair","80"
"Flamin' Groovies","Lily","Koch","F","7","299.65016","paid","Chicago-Naperville-Elgin, IL-IN-WI","362","Slow Death","15"
"isis","Tegan","Levine","F","14","406.12526","paid","Portland-South Portland, ME","409","Carry","80"
"Five Iron Frenzy","Lily","Koch","F","11","236.09424","paid","Chicago-Naperville-Elgin, IL-IN-WI","362","Canada","15"
"Frankie HI-NRG MC","Lily","Koch","F","12","104.09751","paid","Chicago-Naperville-Elgin, IL-IN-WI","362","Pace E Guerra","15"
"Alliance Ethnik","Tegan","Levine","F","0","252.21179","paid","Portland-South Portland, ME","416","ReprÃÂ©sente","80"
"Pavement","Tegan","Levine","F","1","99.16036","paid","Portland-South Portland, ME","416","Mercy:The Laundromat","80"
"4 Skins","Tegan","Levine","F","2","165.51138","paid","Portland-South Portland, ME","416","Clockwork Skinhead","80"
"Thrice","Tegan","Levine","F","3","249.46893","paid","Portland-South Portland, ME","416","Wood And Wire","80"
"Van Halen","Jayden","Fox","M","0","289.38404","free","New Orleans-Metairie, LA","408","Best Of Both Worlds (Remastered Album Version)","101"
"Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner","Theodore","Harris","M","0","277.15873","free","Red Bluff, CA","340","Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile)","14"
"Hot Chip","Ann","Banks","F","0","230.29506","free","Salt Lake City, UT","227","My Brother Is Watching Me","99"
"Lasgo","Tegan","Levine","F","4","192.80934","paid","Portland-South Portland, ME","416","Over You","80"
"Peter Sellers","Jayden","Fox","M","1","142.39302","free","New Orleans-Metairie, LA","408","She Loves You","101"
"Alphaville","Lily","Burns","F","0","285.43955","free","New York-Newark-Jersey City, NY-NJ-PA","363","Big In Japan (Original)","32"
"Eneida Marta","Tegan","Levine","F","5","223.55546","paid","Portland-South Portland, ME","416","Mindjer dÃÂ´ce mel","80"
"Astral Projection","Ann","Banks","F","1","585.42975","free","Salt Lake City, UT","227","Flying Into a Star","99"
"Gare du Nord","Tegan","Levine","F","6","221.98812","paid","Portland-South Portland, ME","416","Marvin & Miles","80"
"Florence + The Machine","Tegan","Levine","F","7","219.66322","paid","Portland-South Portland, ME","416","Dog Days Are Over (Radio Edit)","80"
"The White Stripes","Tegan","Levine","F","8","232.61995","paid","Portland-South Portland, ME","416","Seven Nation Army","80"
"Bouncing Souls","Ava","Robinson","F","0","66.01098","free","London, KY","108","East Side Mags","13"
"Coldplay","Ava","Robinson","F","1","311.27465","free","London, KY","108","The Scientist","13"
"Kings Of Leon","Tegan","Levine","F","9","201.79546","paid","Portland-South Portland, ME","416","Revelry","80"
"Mad Caddies","Tegan","Levine","F","10","181.81179","paid","Portland-South Portland, ME","416","Backyard","80"
"Phil Collins","Cecilia","Owens","F","0","239.85587","free","Atlanta-Sandy Springs-Roswell, GA","406","The Way You Look Tonight (Live Version)","6"
"Parachute","Tegan","Levine","F","11","230.5824","paid","Portland-South Portland, ME","416","The Mess I Made","80"
"Escape The Fate","Kinsley","Young","F","1","283.34975","free","Red Bluff, CA","368","My Apocalypse","85"
"Booka Shade","Tegan","Levine","F","12","336.45669","paid","Portland-South Portland, ME","416","Teenage Spaceman","80"
"Modern Lovers","Kinsley","Young","F","5","180.27057","paid","Red Bluff, CA","368","Modern world","85"
"Tub Ring","Cecilia","Owens","F","0","233.69098","free","Atlanta-Sandy Springs-Roswell, GA","423","Invalid","6"
"Black Box","Tegan","Levine","F","13","247.03955","paid","Portland-South Portland, ME","416","Everybody Everybody","80"
"Cass Phang","Kinsley","Young","F","6","249.05098","paid","Red Bluff, CA","368","Ye Feng Ling","85"
"Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner","Tegan","Levine","F","14","277.15873","paid","Portland-South Portland, ME","416","Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile)","80"
"Adina Howard","Kinsley","Young","F","7","210.33751","paid","Red Bluff, CA","368","Buttnaked","85"
"Queens Of The Stone Age","Tegan","Levine","F","15","254.77179","paid","Portland-South Portland, ME","416","No One Knows","80"
"Mondo Marcio","Kinsley","Young","F","8","218.06975","paid","Red Bluff, CA","368","Il Solo Rimasto","85"
"Steve Miller Band","Tegan","Levine","F","16","242.46812","paid","Portland-South Portland, ME","416","Living In The U.S.A. (1991 Digital Remaster)","80"
"Lil Wayne / Eminem","Kinsley","Young","F","9","229.58975","paid","Red Bluff, CA","368","Drop The World","85"
"4hero feat. FACE","Kinsley","Young","F","10","304.71791","paid","Red Bluff, CA","368","Stoke Up The Fire","85"
"Toby Keith","Tegan","Levine","F","17","238.44526","paid","Portland-South Portland, ME","416","Whiskey Girl","80"
"Los Fabulosos Cadillacs","Tegan","Levine","F","18","353.93261","paid","Portland-South Portland, ME","416","Muy_ Muy Temprano","80"
"Amon Amarth","Kinsley","Young","F","11","257.27955","paid","Red Bluff, CA","368","Under The Northern Star","85"
"Markus KrunegÃÂ¥rd","Jacob","Rogers","M","0","185.5473","free","San Diego-Carlsbad, CA","17","Genom tunna tyger","18"
"Michael B.","Jacob","Rogers","M","1","197.3024","free","San Diego-Carlsbad, CA","17","Geh Deinen Weg","18"
"The Serendipity Singers","Kinsley","Young","F","12","163.21261","paid","Red Bluff, CA","368","Don't Let The Rain Come Down (Crooked Little Man)","85"
"Sheena Easton","Tegan","Levine","F","19","239.62077","paid","Portland-South Portland, ME","416","Strut (1993 Digital Remaster)","80"
"Skillet","Kinsley","Young","F","13","210.02404","paid","Red Bluff, CA","368","Falling Inside The Black (Album Version)","85"
"The Bevis Frond","Tegan","Levine","F","20","265.32526","paid","Portland-South Portland, ME","416","Into The Cryptic Mist","80"
"Kingston Trio","Kinsley","Young","F","14","193.07057","paid","Red Bluff, CA","368","Greenback Dollar","85"
"The Black Keys","Tegan","Levine","F","21","269.29587","paid","Portland-South Portland, ME","416","Ten Cent Pistol","80"
"Jack Johnson","Kinsley","Young","F","15","141.87057","paid","Red Bluff, CA","368","Times Like These","85"
"Great White","Kinsley","Young","F","16","357.14567","paid","Red Bluff, CA","368","House Of Broken Love","85"
"Blind Melon","Tegan","Levine","F","22","217.15546","paid","Portland-South Portland, ME","416","No Rain","80"
"Aerosmith","Lily","Burns","F","0","301.76608","free","New York-Newark-Jersey City, NY-NJ-PA","420","Fly Away From Here","32"
"311","Tegan","Levine","F","23","191.79057","paid","Portland-South Portland, ME","416","Solar Flare","80"
"Haloo Helsinki!","Kinsley","Young","F","17","223.42485","paid","Red Bluff, CA","368","Kaaos ei karkaa","85"
"Dakota Oak","Tegan","Levine","F","24","45.63546","paid","Portland-South Portland, ME","416","Baker's Blue Jay Yarn","80"
"Bow Wow feat. Chris Brown and JohntÃÂ¡ Austin","Tegan","Levine","F","25","268.06812","paid","Portland-South Portland, ME","416","Shortie Like Mine","80"
"Angus & Julia Stone","Kinsley","Young","F","18","265.29914","paid","Red Bluff, CA","368","Hold On","85"
"Rammstein","Tegan","Levine","F","26","228.46649","paid","Portland-South Portland, ME","416","Adios","80"
"The Avett Brothers","Kinsley","Young","F","19","233.84771","paid","Red Bluff, CA","368","Shame","85"
"Jose Cid","Tegan","Levine","F","27","202.23955","paid","Portland-South Portland, ME","416","Madrugada Na Praia Deserta","80"
"A Perfect Circle","Kinsley","Young","F","20","291.52608","paid","Red Bluff, CA","368","Vanishing","85"
"Ron Carter","Tegan","Levine","F","28","497.13587","paid","Portland-South Portland, ME","416","I CAN'T GET STARTED","80"
"Muse","Tegan","Levine","F","29","255.08526","paid","Portland-South Portland, ME","416","Do We Need This?","80"
"The Black Keys","Tegan","Levine","F","30","191.76444","paid","Portland-South Portland, ME","416","Howlin For You","80"
"Linkin Park","Adler","Barrera","M","0","164.41424","free","New York-Newark-Jersey City, NY-NJ-PA","341","Bleed It Out (Album Version)","100"
"Jonny L","Tegan","Levine","F","31","401.52771","paid","Portland-South Portland, ME","416","Microdaze","80"
"Dangerdoom","Tegan","Levine","F","32","146.85995","paid","Portland-South Portland, ME","416","Crosshairs","80"
"Jack Johnson","Tegan","Levine","F","33","212.68853","paid","Portland-South Portland, ME","416","Breakdown","80"
"Foo Fighters","Tegan","Levine","F","34","271.38567","paid","Portland-South Portland, ME","416","The Pretender","80"
"Sleater-kinney","Tegan","Levine","F","35","264.4371","paid","Portland-South Portland, ME","416","Jumpers (Album)","80"
"Interpol","Tegan","Levine","F","36","276.63628","paid","Portland-South Portland, ME","416","Pace Is The Trick","80"
"Leonard Cohen","Tegan","Levine","F","37","365.94893","paid","Portland-South Portland, ME","416","Dance Me To The End Of Love","80"
"Art Pepper","Matthew","Jones","M","0","311.90159","free","Janesville-Beloit, WI","392","Star Eyes","36"
"Trapt","Tegan","Levine","F","38","285.98812","paid","Portland-South Portland, ME","416","Headstrong (Album Version)","80"
"Sidewalk Prophets","Matthew","Jones","M","1","260.62322","free","Janesville-Beloit, WI","392","You Love Me Anyway (Album)","36"
"Pearl Jam","Tegan","Levine","F","39","352.88771","paid","Portland-South Portland, ME","416","Not For You","80"
"Nach","Matthew","Jones","M","5","182.41261","paid","Janesville-Beloit, WI","392","El Juego Del Rap","36"
"U.S. Bombs","Ava","Robinson","F","0","214.85669","free","New Haven-Milford, CT","360","U.S. Bombs","50"
"Vasco Rossi","Matthew","Jones","M","6","233.53424","paid","Janesville-Beloit, WI","392","Colpa Del Whisky (Andrea Paci Radio Edit)","36"
"Bruce Springsteen","Tegan","Levine","F","40","195.7873","paid","Portland-South Portland, ME","416","Streets Of Philadelphia","80"
"Usher","Ava","Robinson","F","1","224.10404","free","New Haven-Milford, CT","360","Hey Daddy (Daddy's Home)","50"
"Martin Orford","Matthew","Jones","M","7","597.55057","paid","Janesville-Beloit, WI","392","Grand Designs","36"
"Curtis Stigers","Tegan","Levine","F","42","259.49995","paid","Portland-South Portland, ME","416","Columbus Avenue","80"
"ManÃÂ¡","Ava","Robinson","F","2","262.81751","free","New Haven-Milford, CT","360","Mariposa traicionera","50"
"Mariah Carey","Ryan","Smith","M","0","242.18077","free","San Jose-Sunnyvale-Santa Clara, CA","397","Obsessed","26"
"Jack Johnson","Tegan","Levine","F","43","236.93016","paid","Portland-South Portland, ME","416","Bubble Toes","80"
"Bill Withers","Ava","Robinson","F","3","383.73832","free","New Haven-Milford, CT","360","Make Love To Your Mind","50"
"Postal Service","Ryan","Smith","M","1","307.53914","free","San Jose-Sunnyvale-Santa Clara, CA","397","Natural Anthem (Album)","26"
"Sara Bareilles","Tegan","Levine","F","44","253.02159","paid","Portland-South Portland, ME","416","Love On The Rocks","80"
"Gillian Welch","Matthew","Jones","M","8","237.26975","paid","Janesville-Beloit, WI","392","Pass You By","36"
"M83","Ava","Robinson","F","4","367.5424","free","New Haven-Milford, CT","360","Gone","50"
"Okkervil River","Ryan","Smith","M","2","278.54322","free","San Jose-Sunnyvale-Santa Clara, CA","397","Unless It's Kicks","26"
"1200 Mics","Matthew","Jones","M","9","483.39546","paid","Janesville-Beloit, WI","392","DNA","36"
"Chasen","Tegan","Levine","F","46","166.16444","paid","Portland-South Portland, ME","416","Crazy Beautiful","80"
"Jonas Steur","Tegan","Levine","F","47","481.38404","paid","Portland-South Portland, ME","416","Sonrisa","80"
"Franz Ferdinand","Matthew","Jones","M","10","204.14649","paid","Janesville-Beloit, WI","392","Call Me","36"
"Recycler","Matthew","Jones","M","11","323.52608","paid","Janesville-Beloit, WI","392","Kromozom Bankal (Linathaleyco Mix)","36"
"Red Hot Chili Peppers","Ryan","Smith","M","1","107.31057","free","San Jose-Sunnyvale-Santa Clara, CA","431","Pea (Album Version)","26"
"Sunny Day Real Estate","Ryan","Smith","M","2","198.97424","free","San Jose-Sunnyvale-Santa Clara, CA","431","Red Elephant","26"
"Alice In Chains","Tegan","Levine","F","48","282.30485","paid","Portland-South Portland, ME","416","Your Decision","80"
"Bell Orchestre","Matthew","Jones","M","12","137.82159","paid","Janesville-Beloit, WI","392","Stripes","36"
"Linkin Park","Jacob","Rogers","M","1","494.99383","free","San Diego-Carlsbad, CA","425","Bleed It Out [Live At Milton Keynes]","18"
"Sam Cooke","Ryan","Smith","M","3","122.04363","free","San Jose-Sunnyvale-Santa Clara, CA","431","Ain't Misbehavin","26"
"Sunny Day Real Estate","Matthew","Jones","M","13","253.43955","paid","Janesville-Beloit, WI","392","Every Shining Time You Arrive (Album)","36"
"Eminem","Tegan","Levine","F","49","212.00934","paid","Portland-South Portland, ME","416","I'm Shady","80"
"Westside Connection","Matthew","Jones","M","14","223.60771","paid","Janesville-Beloit, WI","392","Call 9-1-1 (Explicit)","36"
"Kitty Wells & Roy Drusky","Matthew","Jones","M","15","140.64281","paid","Janesville-Beloit, WI","392","Remember Me_ I'm The One Who Loves You","36"
"Big Shug","Matthew","Jones","M","16","140.56444","paid","Janesville-Beloit, WI","392","It Just Don't Stop","36"
"Miguel Calo","Matthew","Jones","M","17","171.17995","paid","Janesville-Beloit, WI","392","El Cuatrero","36"
"Jimi Hendrix","Matthew","Jones","M","18","241.24036","paid","Janesville-Beloit, WI","392","All Along The Watchtower","36"
"Mangataot","Matthew","Jones","M","19","356.62322","paid","Janesville-Beloit, WI","392","Kalidafun Parts 1&2","36"
"Scott Walker","Matthew","Jones","M","20","199.6273","paid","Janesville-Beloit, WI","392","Rosemary","36"
"Styx","Matthew","Jones","M","21","247.64036","paid","Janesville-Beloit, WI","392","Blue Collar Man (Long Nights)","36"
"Aventura","Matthew","Jones","M","22","240.43057","paid","Janesville-Beloit, WI","392","Su veneno","36"
"Katy Perry","Matthew","Jones","M","23","233.53424","paid","Janesville-Beloit, WI","392","Hot N Cold (Manhattan Clique Remix Radio Edit)","36"
"Black Eyed Peas","Matthew","Jones","M","24","210.15465","paid","Janesville-Beloit, WI","392","Bebot","36"
"Boys Noize","Matthew","Jones","M","26","256.60036","paid","Janesville-Beloit, WI","392","Lava Lava","36"
"James Blake","Matthew","Jones","M","27","248.78975","paid","Janesville-Beloit, WI","392","Air & Lack Thereof","36"
"Aqua","Tegan","Levine","F","1","217.57342","paid","Portland-South Portland, ME","434","My Mamma Said","80"
"Emil Gilels/Orchestre de la SociÃÂ©tÃÂ© des Concerts du Conservatoire/AndrÃÂ© Cluytens","Matthew","Jones","M","28","375.19628","paid","Janesville-Beloit, WI","392","Piano Concerto No. 2 in G minor Op. 22 (2006 Digital Remaster): III.  Presto","36"
"Pixies","Tegan","Levine","F","2","229.3024","paid","Portland-South Portland, ME","434","Where Is My Mind?","80"
"LCD Soundsystem","Tegan","Levine","F","3","221.64853","paid","Portland-South Portland, ME","434","Drunk Girls","80"
"Phil Collins","Matthew","Jones","M","29","204.19873","paid","Janesville-Beloit, WI","392","Two Hearts","36"
"The Strokes","Matthew","Jones","M","30","218.56608","paid","Janesville-Beloit, WI","392","Reptilia","36"
"4 Skins","Kinsley","Young","F","1","165.51138","paid","Red Bluff, CA","427","Clockwork Skinhead","85"
"Kate Ryan","Matthew","Jones","M","31","239.96036","paid","Janesville-Beloit, WI","392","Scream For More","36"
"Hi-Tek","Kinsley","Young","F","2","153.67791","paid","Red Bluff, CA","427","God's Plan","85"
"Deborah Harry","Kinsley","Young","F","3","257.41016","paid","Red Bluff, CA","427","Kiss It Better","85"
"Octopus Project","Matthew","Jones","M","32","250.95791","paid","Janesville-Beloit, WI","392","All Of The Champs That Ever Lived","36"
"Escape The Fate","Matthew","Jones","M","33","217.28608","paid","Janesville-Beloit, WI","392","Something","36"
"Charttraxx Karaoke","Matthew","Jones","M","34","225.17506","paid","Janesville-Beloit, WI","392","Fireflies","36"
"Placebo","Matthew","Jones","M","35","241.52771","paid","Janesville-Beloit, WI","392","English Summer Rain","36"
"Frightened Rabbit","Matthew","Jones","M","36","146.46812","paid","Janesville-Beloit, WI","392","Man/Bag Of Sand","36"
"Darius Rucker","Matthew","Jones","M","37","181.81179","paid","Janesville-Beloit, WI","392","Don't Think I Don't Think About It","36"
"Foo Fighters","Matthew","Jones","M","38","249.99138","paid","Janesville-Beloit, WI","392","Everlong","36"
"White Denim","Chloe","Cuevas","F","1","148.55791","free","San Francisco-Oakland-Hayward, CA","405","Transparency","49"
"The Meters","Matthew","Jones","M","41","167.00036","paid","Janesville-Beloit, WI","392","Jambalaya (On The Bayou)","36"
"Ron Carter","Chloe","Cuevas","F","2","497.13587","free","San Francisco-Oakland-Hayward, CA","405","I CAN'T GET STARTED","49"
"Rihanna","Matthew","Jones","M","42","208.40444","paid","Janesville-Beloit, WI","392","Te Amo","36"
"Bayside","Matthew","Jones","M","43","156.29016","paid","Janesville-Beloit, WI","392","Kellum (Album Version)","36"
"Mariah","Matthew","Jones","M","44","432.19546","paid","Janesville-Beloit, WI","392","My All","36"
"She & Him","Chloe","Cuevas","F","3","185.15546","free","San Francisco-Oakland-Hayward, CA","405","Change Is Hard","49"
"Ladytron","Chloe","Cuevas","F","4","325.14567","free","San Francisco-Oakland-Hayward, CA","405","Sugar (Jagz Kooner Mix)","49"
"Soft","Matthew","Jones","M","45","195.7873","paid","Janesville-Beloit, WI","392","Dumb Blood","36"
"The Format","Matthew","Jones","M","46","241.10975","paid","Janesville-Beloit, WI","392","Time Bomb","36"
"Michael Jackson","Matthew","Jones","M","47","390.5824","paid","Janesville-Beloit, WI","392","In The Closet","36"
"JLS","Matthew","Jones","M","48","172.53832","paid","Janesville-Beloit, WI","392","Don't Go","36"
"Young Money featuring Lloyd","Matthew","Jones","M","49","196.33587","paid","Janesville-Beloit, WI","392","BedRock (Radio Edit) (feat.Lloyd)","36"
"Peter Tosh","Matthew","Jones","M","50","320.02567","paid","Janesville-Beloit, WI","392","Rock With Me","36"
"Nick Duffy","Matthew","Jones","M","51","235.49342","paid","Janesville-Beloit, WI","392","Motor Panir","36"
"Alanis Morissette","Matthew","Jones","M","52","175.82975","paid","Janesville-Beloit, WI","392","Right Through You (LP Version)","36"
"Muse","Matthew","Jones","M","54","209.50159","paid","Janesville-Beloit, WI","392","Supermassive Black Hole (Twilight Soundtrack Version)","36"
"Bon Iver","Matthew","Jones","M","55","242.93832","paid","Janesville-Beloit, WI","392","Brackett_ WI","36"
"Leftover Crack","Matthew","Jones","M","56","195.082","paid","Janesville-Beloit, WI","392","Burn Them Prisons","36"
"For Squirrels","Matthew","Jones","M","57","337.162","paid","Janesville-Beloit, WI","392","Mighty K.C.","36"
"Fobia","Matthew","Jones","M","58","290.40281","paid","Janesville-Beloit, WI","392","Tu Me Asustas","36"
"Indian Jewelry","Matthew","Jones","M","59","295.83628","paid","Janesville-Beloit, WI","392","Barbwire","36"
"M.O.P.","Matthew","Jones","M","60","232.6722","paid","Janesville-Beloit, WI","392","Ante Up (Robbin Hoodz Theory)","36"
"Eminem / Dr. Dre / 50 Cent","Matthew","Jones","M","61","297.482","paid","Janesville-Beloit, WI","392","Crack A Bottle","36"
"Shakira","Celeste","Williams","F","0","571.16689","free","Klamath Falls, OR","311","Estoy AquÃÂ­","53"
"Usher Featuring Lil' Jon & Ludacris","Matthew","Jones","M","62","250.38322","paid","Janesville-Beloit, WI","392","Yeah!","36"
"Rodrigo y Gabriela","Matthew","Jones","M","63","223.16363","paid","Janesville-Beloit, WI","392","Hanuman","36"
"Ramones","Matthew","Jones","M","64","149.4722","paid","Janesville-Beloit, WI","392","I Wanna Be Sedated (Remastered Album Version )","36"
"Mayday Parade","Matthew","Jones","M","65","316.9171","paid","Janesville-Beloit, WI","392","Miserable At Best (Album)","36"
"Eminem","Jayden","Graves","M","0","304.87465","paid","Marinette, WI-MI","297","Music Box","25"
"Cut Copy","Jayden","Graves","M","1","71.49669","paid","Marinette, WI-MI","297","Visions","25"
"Xandria","Theodore","Harris","M","0","216.81587","free","Red Bluff, CA","418","Calyx Virago","14"
"Missy Higgins","Jayden","Graves","M","2","274.80771","paid","Marinette, WI-MI","297","Drop The Mirror (EP Version)","25"
"Mobb Deep","Theodore","Harris","M","1","181.15873","free","Red Bluff, CA","418","Shook Ones pt. 2","14"
"Beatriz Luengo","Jayden","Graves","M","3","242.05016","paid","Marinette, WI-MI","297","Pretendo Hablarte","25"
"Evanescence","Jayden","Graves","M","4","237.11302","paid","Marinette, WI-MI","297","Bring Me To Life","25"
"OceanLab","Jayden","Graves","M","5","440.842","paid","Marinette, WI-MI","297","Clear Blue Water","25"
"Dwight Yoakam","Mohammad","Rodriguez","M","0","239.3073","free","Sacramento--Roseville--Arden-Arcade, CA","325","You're The One","88"
"The Devil Wears Prada","Mohammad","Rodriguez","M","1","205.66159","free","Sacramento--Roseville--Arden-Arcade, CA","325","Lord Xenu","88"
"Eva Cassidy","Jayden","Graves","M","6","248.86812","paid","Marinette, WI-MI","297","Take Me To The River","25"
"Mr. Oizo","Jayden","Graves","M","7","325.22404","paid","Marinette, WI-MI","297","Flat Beat","25"
"Mariah Carey","Jayden","Graves","M","8","261.642","paid","Marinette, WI-MI","297","Never Too Far","25"
"Kid Cudi Vs Crookers","Jayden","Graves","M","9","162.97751","paid","Marinette, WI-MI","297","Day 'N' Nite","25"
"Pat Martino","Jayden","Graves","M","10","355.94404","paid","Marinette, WI-MI","297","El Hombre","25"
"Jason Mraz","Jayden","Graves","M","11","218.40934","paid","Marinette, WI-MI","297","Geek In The Pink [Phil Tan Remix]","25"
"Dwight Yoakam","Jayden","Graves","M","12","239.3073","paid","Marinette, WI-MI","297","You're The One","25"
"Smokey Robinson & The Miracles","Jayden","Graves","M","13","168.9073","paid","Marinette, WI-MI","297","I Second That Emotion","25"
"Explosions In The Sky","Adelyn","Jordan","F","0","497.47546","free","Chicago-Naperville-Elgin, IL-IN-WI","458","Your Hand In Mine","7"
"Paul Van Dyk Featuring Jessica Sutta","Layla","Griffin","F","0","425.66485","paid","Lake Havasu City-Kingman, AZ","672","White Lies (Dave Spoon Remix)","24"
"Tim Hughes","Layla","Griffin","F","1","323.47383","paid","Lake Havasu City-Kingman, AZ","672","God of Justice","24"
"David Cassidy & The Partridge Family","Layla","Griffin","F","2","227.73506","paid","Lake Havasu City-Kingman, AZ","672","I'll Meet You Halfway","24"
"Snow Patrol","Layla","Griffin","F","3","200.93342","paid","Lake Havasu City-Kingman, AZ","672","Crack The Shutters","24"
"Third Eye Blind","Layla","Griffin","F","4","347.11465","paid","Lake Havasu City-Kingman, AZ","672","Darwin","24"
"HYPOCRISY","Layla","Griffin","F","5","331.38893","paid","Lake Havasu City-Kingman, AZ","672","The Quest","24"
"Peccatum","Layla","Griffin","F","6","283.0624","paid","Lake Havasu City-Kingman, AZ","672","And Pray For Me","24"
"Justyna Steczkowska","Layla","Griffin","F","7","333.53098","paid","Lake Havasu City-Kingman, AZ","672","Noc...","24"
"Bloc Party","Layla","Griffin","F","8","259.36934","paid","Lake Havasu City-Kingman, AZ","672","Your Visits Are Getting Shorter","24"
"Temprees","Layla","Griffin","F","9","177.34485","paid","Lake Havasu City-Kingman, AZ","672","At Last","24"
"Mickie Krause","Layla","Griffin","F","10","204.17261","paid","Lake Havasu City-Kingman, AZ","672","Orange TrÃÂ¤gt Nur Die MÃÂ¼llabfuhr (Go West)","24"
"Foolish Things","Layla","Griffin","F","11","266.86649","paid","Lake Havasu City-Kingman, AZ","672","Who Can Compare","24"
"Bersuit Vergarabat","Layla","Griffin","F","12","289.30567","paid","Lake Havasu City-Kingman, AZ","672","Hecho En Buenos Aires","24"
"ManÃÂ¡","Layla","Griffin","F","13","262.81751","paid","Lake Havasu City-Kingman, AZ","672","Mariposa traicionera","24"
"Newton Faulkner","Layla","Griffin","F","14","190.04036","paid","Lake Havasu City-Kingman, AZ","672","Feels Like Home","24"
"BjÃÂ¶rk","Layla","Griffin","F","15","260.25751","paid","Lake Havasu City-Kingman, AZ","672","Come To Me","24"
"Olivia Newton-John","Layla","Griffin","F","16","132.23138","paid","Lake Havasu City-Kingman, AZ","672","Hochmah (Interlude)","24"
"David Byrne & Fatboy Slim feat. Charmaine Clamor","Layla","Griffin","F","17","238.65424","paid","Lake Havasu City-Kingman, AZ","672","Walk Like A Woman (Album Version)","24"
"Lords Of The New Church","Layla","Griffin","F","18","182.36036","paid","Lake Havasu City-Kingman, AZ","672","Girls Girls Girls","24"
"Harry Chapin","Layla","Griffin","F","19","406.15138","paid","Lake Havasu City-Kingman, AZ","672","Taxi  (LP Version)","24"
"Jimmy Eat World","Layla","Griffin","F","20","166.00771","paid","Lake Havasu City-Kingman, AZ","672","The Middle","24"
"Now It's Overhead","Layla","Griffin","F","21","267.04934","paid","Lake Havasu City-Kingman, AZ","672","Profile (Album Version)","24"
"BjÃÂ¶rk","Layla","Griffin","F","22","348.57751","paid","Lake Havasu City-Kingman, AZ","672","Undo","24"
"THE CHIFFONS","Layla","Griffin","F","23","124.682","paid","Lake Havasu City-Kingman, AZ","672","I Have A Boyfriend","24"
"BeyoncÃÂ©","Layla","Griffin","F","24","293.14567","paid","Lake Havasu City-Kingman, AZ","672","Dangerously In Love","24"
"Roxy Music","Layla","Griffin","F","25","269.5571","paid","Lake Havasu City-Kingman, AZ","672","More Than This","24"
"Tokio Hotel","Layla","Griffin","F","26","191.89506","paid","Lake Havasu City-Kingman, AZ","672","Nach dir kommt nichts","24"
"Coldplay","Layla","Griffin","F","27","274.41587","paid","Lake Havasu City-Kingman, AZ","672","One I Love","24"
"Lou Gramm","Kevin","Arellano","M","3","296.17587","free","Harrisburg-Carlisle, PA","676","Just Between You And Me (Remastered LP Version)","66"
"Aesop Rock","Layla","Griffin","F","28","272.24771","paid","Lake Havasu City-Kingman, AZ","672","One Brick","24"
"The Mars Volta","Layla","Griffin","F","29","426.00444","paid","Lake Havasu City-Kingman, AZ","672","Drunkship Of Lanterns","24"
"Jonna Tervomaa","Layla","Griffin","F","30","219.97669","paid","Lake Havasu City-Kingman, AZ","672","Kaiken se kÃÂ¤rsii","24"
"Kings Of Leon","Layla","Griffin","F","31","231.81016","paid","Lake Havasu City-Kingman, AZ","672","Use Somebody","24"
"LMFAO / Lil Jon","Layla","Griffin","F","32","222.17098","paid","Lake Havasu City-Kingman, AZ","672","Shots","24"
"Global Deejays Feat. Rozalla","Jordan","Hicks","F","0","398.52363","free","Salinas, CA","684","EverybodyÃÂ´s Free","37"
"Ratt","Layla","Griffin","F","33","195.86567","paid","Lake Havasu City-Kingman, AZ","672","Scratch That Itch (LP Version)","24"
"Kings Of Leon","Layla","Griffin","F","34","201.79546","paid","Lake Havasu City-Kingman, AZ","672","Revelry","24"
"N.E.R.D.","Layla","Griffin","F","35","259.23873","paid","Lake Havasu City-Kingman, AZ","672","Rock Star","24"
"Future Rock","Lily","Koch","F","0","239.90812","paid","Chicago-Naperville-Elgin, IL-IN-WI","612","Gears","15"
"Pride Tiger","Layla","Griffin","F","36","215.77098","paid","Lake Havasu City-Kingman, AZ","672","The Lucky Ones","24"
"Lady GaGa / Colby O'Donis","Layla","Griffin","F","37","238.54975","paid","Lake Havasu City-Kingman, AZ","672","Just Dance","24"
"Linkin Park","Lily","Koch","F","1","216.92036","paid","Chicago-Naperville-Elgin, IL-IN-WI","612","In The End (Album Version)","15"
"Rapper K","Lily","Koch","F","2","328.51546","paid","Chicago-Naperville-Elgin, IL-IN-WI","612","Moving Forward (feat. Late_ M.E.N.I.S. & Caper)","15"
